CALLE,CALLEWIKIDATA,TIPOCALLE
Calle_de_Tirajana,,CICLOCALLES
Calle_de_Valleguerra,,CICLOCALLES
Calle_de_Alcalß,,CICLOCALLES
Calle_de_Cipriano_Sancho,,CICLOCALLES
Calle_de_Alcalß,,CICLOCALLES
Calle_de_Benidorm,,CICLOCALLES
Calle_de_los_Hermanos_G¾mez,,PEATONAL
Calle_de_Pablo_Lafargue,,CICLOCALLES
Calle_de_MarÝa_Teresa_Sßenz_de_Heredia,,CICLOCALLES
Calle_de_Santa_Genoveva,,CICLOCALLES
calle_de_Balbina_Valverde,https://wikidata.org/entity/Q28940350,CICLOCALLES
Calle_del_Nervi¾n,,CICLOCALLES
Calle_del_Tambre,,CICLOCALLES
Calle_del_Darro,,CICLOCALLES
Calle_de_Francisco_de_AsÝs_MUndez_Casariego,,CICLOCALLES
Calle_de_San_Julio,,CICLOCALLES
Calle_de_Durango,,CICLOCALLES
Calle_de_Gallarza,,CICLOCALLES
Calle_de_Las_Caleras,,CICLOCALLES
Calle_de_MarÝa_Francisca,,CICLOCALLES
"Calle_de_Cartagena,_Madrid",https://wikidata.org/entity/Q27038851,CICLOCALLES
Calle_de_Gustavo_Fernßndez_Balbuena,,CICLOCALLES
Calle_del_Sauce,,CICLOCALLES
Calle_de_?ngel_Hernßndez,,CICLOCALLES
Calle_de_MartÝn_Machio,,CICLOCALLES
Calle_de_Torpedero_Tucumßn,,CICLOCALLES
Calle_de_Romero_Gir¾n,,CICLOCALLES
Calle_de_Juan_Ram¾n_JimUnez,,CICLOCALLES
Calle_de_A±astro,,PEATONAL
Avenida_de_la_Gran_VÝa_de_Hortaleza,,PEATONAL
Calle_de_Alcorisa,,CICLOCALLES
Avenida_de_Machu_Picchu,,CICLOCALLES
Avenida_de_Machu_Picchu,,CICLOCALLES
Calle_de_Ram¾n_Power,,CICLOCALLES
Calle_de_la_Villa_de_Pons,,CICLOCALLES
Calle_de_EstÝbaliz,,CICLOCALLES
Calle_de_?ngel_Luis_de_la_Herrßn,,CICLOCALLES
Calle_de_JosU_MarÝa_Morelos,,CICLOCALLES
Calle_de_L¾pez_de_Hoyos,,CICLOCALLES
Calle_de_AndrUs_Obispo,,CICLOCALLES
Calle_Manzanar,,CICLOCALLES
Calle_de_la_Villa_de_Churriana,,CICLOCALLES
Plaza_de_Manuel_Rodrigo,,CICLOCALLES
Paseo_de_los_Melanc¾licos,,CICLOCALLES
Calle_de_Bercial,,CICLOCALLES
Paseo_de_los_Melanc¾licos,,CICLOCALLES
Paseo_de_los_Olmos,,CICLOCALLES
Calle_del_Concejal_Benito_MartÝn_Lozano,,CICLOCALLES
Calle_de_Las_Cigarreras,,CICLOCALLES
Calle_de_la_Ribera_de_Curtidores,https://wikidata.org/entity/Q5740938,CICLOCALLES
"Calle_de_Miguel_Servet,_Madrid",https://wikidata.org/entity/Q52158635,CICLOCALLES
Calle_de_SombrererÝa,,CICLOCALLES
"Calle_del_Doctor_Fourquet,_Madrid",https://wikidata.org/entity/Q27048305,CICLOCALLES
calle_de_Argumosa,https://wikidata.org/entity/Q5740806,CICLOCALLES
Calle_de_JosU_Antonio_de_Armona,,CICLOCALLES
"Calle_de_Mallorca,_Madrid",https://wikidata.org/entity/Q27048299,CICLOCALLES
Calle_de_Murcia,,CICLOCALLES
Paseo_de_Santa_MarÝa_de_la_Cabeza,,CICLOCALLES
"Paseo_de_la_Esperanza,_Madrid",https://wikidata.org/entity/Q55947011,CICLOCALLES
Calle_de_Sebastißn_Elcano,,CICLOCALLES
Calle_del_MarquUs_de_Toca,,CICLOCALLES
"Calle_de_Ventura_de_la_Vega,_Madrid",https://wikidata.org/entity/Q26831172,CICLOCALLES
Calle_de_la_Cooperativa_ElUctrica,,CICLOCALLES
Calle_de_la_Cooperativa_ElUctrica,,CICLOCALLES
Calle_de_Esteban_Carros,,CICLOCALLES
Calle_del_Padre_Llanos,,CICLOCALLES
Calle_del_Cristo_de_Lepanto,,CICLOCALLES
Calle_de_Mariano_Vela,,CICLOCALLES
Calle_de_Primitiva_Ga±ßn,,CICLOCALLES
Calle_de_Enrique_Fuentes,,CICLOCALLES
Calle_de_Madridejos,,CICLOCALLES
Calle_de_San_Casimiro,,CICLOCALLES
Calle_de_Manuel_Noya,,CICLOCALLES
Calle_del_Amor_Hermoso,,CICLOCALLES
Calle_de_Mirasierra,,CICLOCALLES
"Castle_Street,_Gibraltar",https://wikidata.org/entity/Q16825860,CICLOCALLES
Calle_de_Manuel_Noya,,CICLOCALLES
Calle_de_las_Escuelas,,CICLOCALLES
Calle_de_Alicante,,CICLOCALLES
Calle_del_Hierro,,CICLOCALLES
Calle_del_Granito,,CICLOCALLES
Calle_del_Cobre,,CICLOCALLES
Calle_de_los_Embajadores,,PEATONAL
Calle_de_Turmalina,,CICLOCALLES
Calle_de_Tomßs_Bret¾n,,CICLOCALLES
Calle_del_Sacramento,,CICLOCALLES
"Calle_de_San_Justo,_Madrid",https://wikidata.org/entity/Q32458483,CICLOCALLES
"Paseo_de_las_Delicias,_Madrid",https://wikidata.org/entity/Q6065662,CICLOCALLES
"Calle_de_Bustamante,_Madrid",https://wikidata.org/entity/Q27430098,CICLOCALLES
Estaci¾n_de_Delicias,,CICLOCALLES
Magdalena_street,https://wikidata.org/entity/Q17181780,CICLOCALLES
Plaza_de_Jacinto_Benavente,,CICLOCALLES
cai_Clara_Campoamor,https://wikidata.org/entity/Q62087714,CICLOCALLES
Calle_de_Francisco_GarcÝa,,CICLOCALLES
Calle_de_?lvarez_Abellßn,,CICLOCALLES
Calle_del_Jilguero,,CICLOCALLES
Calle_del_PelÝcano,,CICLOCALLES
Avenida_de_Abrantes,,CICLOCALLES
Calle_de_Braganza,,CICLOCALLES
Calle_de_la_Parra,,CICLOCALLES
Calle_del_Doctor_Espina,,CICLOCALLES
Calle_de_Ferreira,,CICLOCALLES
Calle_de_Castro_de_Oro,,CICLOCALLES
Calle_de_Luisa_Mu±oz,,CICLOCALLES
Calle_del_Cuclillo,,CICLOCALLES
Calle_de_la_Oca,,CICLOCALLES
Calle_de_Zaida,,CICLOCALLES
Calle_del_Pinz¾n,,CICLOCALLES
Calle_de_Blasa_PUrez,,CICLOCALLES
Calle_de_Eurico,,CICLOCALLES
Calle_de_Rasc¾n,,CICLOCALLES
Calle_de_Witiza,,CICLOCALLES
Calle_de_Atanagildo,,CICLOCALLES
Calle_de_Gundemaro,,CICLOCALLES
Calle_de_Santa_Catalina_de_Laboure,,CICLOCALLES
Calle_de_Tinam·s,,CICLOCALLES
Calle_de_Mercedes_Arteaga,,CICLOCALLES
Calle_de_Antonio_Gonzßlez_Porras,,CICLOCALLES
Calle_de_Guadalete,,CICLOCALLES
Paseo_de_Santa_MarÝa_de_la_Cabeza,,CICLOCALLES
Calle_de_Baleares,,CICLOCALLES
Calle_de_Antonio_Corpas,,CICLOCALLES
Calle_de_Juan_PUrez_Almeida,,CICLOCALLES
Calle_de_Lola_Membrives,,CICLOCALLES
Calle_de_JoaquÝn_MartÝn,,CICLOCALLES
Calle_de_Jacinto_Verdaguer,,CICLOCALLES
Calle_de_Ernest_Hemingway,,CICLOCALLES
Calle_de_Vicente_Quesada,,CICLOCALLES
Calle_de_Gallur,,CICLOCALLES
Calle_VÝa_Carpetana,,CICLOCALLES
Calle_de_Ram¾n_AzorÝn,,CICLOCALLES
Calle_de_la_Alhambra,,CICLOCALLES
Calle_del_PalmÝpedo,,CICLOCALLES
Calle_de_Francisca_Armada,,CICLOCALLES
Calle_de_Saturnino_Morßn,,CICLOCALLES
Calle_de_Hernßn_CortUs,,CICLOCALLES
Calle_del_Obispo_Trejo,,CICLOCALLES
Calle_de_la_Princesa,,PEATONAL
Plaza_de_San_Ildefonso,,PEATONAL
Calle_Gran_VÝa,,PEATONAL
Calle_de_GarcÝa_Molinas,,CICLOCALLES
"Calle_de_los_Donados,_Madrid",https://wikidata.org/entity/Q28007290,CICLOCALLES
"Calle_de_la_Flora,_Madrid",https://wikidata.org/entity/Q27044256,CICLOCALLES
Calle_de_la_Cava_de_San_Miguel,,CICLOCALLES
Calle_de_los_Cuchilleros,https://wikidata.org/entity/Q29005894,CICLOCALLES
Calle_de_Concepci¾n_Jer¾nima,,CICLOCALLES
Paseo_de_Pontones,,CICLOCALLES
Calle_de_La_Maso,,CICLOCALLES
Calle_de_?beda,,CICLOCALLES
Camino_Viejo_de_Burgos,,CICLOCALLES
Calle_de_Manuel_Aza±a,,CICLOCALLES
Paseo_de_las_Alamedillas,,CICLOCALLES
Calle_de_Francisco_del_Pozo,,CICLOCALLES
Paseo_del_Comandante_Fortea,,CICLOCALLES
Paseo_de_Julio_Romero_de_Torres,,CICLOCALLES
Calle_de_la_BahÝa,,CICLOCALLES
Calle_del_Cristo_de_la_Victoria,,CICLOCALLES
Calle_de_Jes·s_del_Gran_Poder,,CICLOCALLES
Calle_de_Almendrales,,CICLOCALLES
Calle_de_las_Hijas_de_Jes·s,,CICLOCALLES
Calle_de_Caramuel,,CICLOCALLES
Calle_de_Santa_?rsula,,CICLOCALLES
Calle_de_la_Industria,,PEATONAL
Calle_del_Ferial,,CICLOCALLES
Calle_de_Meneses,,CICLOCALLES
Calle_del_Cerro_Negro,,CICLOCALLES
Calle_de_las_Gardenias,,CICLOCALLES
Calle_de_Agave,,CICLOCALLES
Hospital_Doce_de_Octubre,,PEATONAL
Hospital_Doce_de_Octubre,,CICLOCALLES
Calle_del_Doctor_Tolosa_Latour,,CICLOCALLES
Hospital_Doce_de_Octubre,,CICLOCALLES
Hospital_Doce_de_Octubre,,PEATONAL
Hospital_Doce_de_Octubre,,CICLOCALLES
Calle_de_San_CrispÝn,,CICLOCALLES
Calle_de_Do±a_Mencia,,CICLOCALLES
Calle_de_AvilUs,,CICLOCALLES
Calle_de_Caramuel,,CICLOCALLES
Calle_de_Caramuel,,PEATONAL
Calle_de_Meneses,,CICLOCALLES
Calle_del_Puerto_de_la_Cruz_Verde,,CICLOCALLES
Calle_del_Puerto_de_la_Cruz_Verde,,CICLOCALLES
Calle_de_Puerto_Serrano,,CICLOCALLES
Calle_de_Puerto_Serrano,,CICLOCALLES
Calle_de_los_Embajadores,,CICLOCALLES
Calle_de_Cabeza_del_Villar,,CICLOCALLES
Calle_del_Concejal_Francisco_JosU_JimUnez_MartÝn,,CICLOCALLES
Calle_de_Miguel_Aracil,,CICLOCALLES
Calle_de_Miguel_Aracil,,PEATONAL
Estaci¾n_de_ChamartÝn,,CICLOCALLES
Calle_del_Arzobispo_Morcillo,,CICLOCALLES
Calle_del_Arzobispo_Morcillo,,CICLOCALLES
Hospital_Ram¾n_y_Cajal,,CICLOCALLES
Calle_de_San_Modesto,,CICLOCALLES
Calle_de_San_Modesto,,CICLOCALLES
Avenida_del_Cardenal_Herrera_Oria,https://wikidata.org/entity/Q27556319,CICLOCALLES
Calle_de_Monasterio_de_Las_Huelgas,,CICLOCALLES
Calle_de_Monasterio_de_Oseira,,CICLOCALLES
Calle_de_La_Cabrera,,CICLOCALLES
Calle_de_Torrelaguna,,CICLOCALLES
Calle_de_la_Chirimoya,,CICLOCALLES
Camino_de_las_Cruces,,CICLOCALLES
Camino_de_las_Cruces,,CICLOCALLES
Camino_de_Prado_Redondo,,CICLOCALLES
Calle_de_Ildefonso_Gonzßlez_Valencia,,CICLOCALLES
Calle_de_Doroteo_Laborda,,CICLOCALLES
Plaza_de_Cupido,,CICLOCALLES
Calle_de_Alberto_Palacios,,CICLOCALLES
Calle_de_Santa_Petronila,,CICLOCALLES
Calle_de_la_Antracita,,CICLOCALLES
Calle_de_Julißn_Rabanedo,,CICLOCALLES
Calle_de_Ricardo_Goizueta,,CICLOCALLES
Calle_de_Tomßs_Bret¾n,,CICLOCALLES
Calle_del_Payaso_Fof¾,,CICLOCALLES
Calle_del_Monte_Perdido,,CICLOCALLES
Camino_de_Valderribas,,CICLOCALLES
Calle_de_JosU_Paulete,,CICLOCALLES
Calle_de_Carlos_SolU,,CICLOCALLES
Plaza_del_Doctor_Lozano,,CICLOCALLES
Plaza_del_Doctor_Lozano,,CICLOCALLES
Calle_de_Toledo,https://wikidata.org/entity/Q5740883,CICLOCALLES
"Calle_de_Juanelo,_Madrid",https://wikidata.org/entity/Q28045186,CICLOCALLES
Plaza_de_la_Cebada,,CICLOCALLES
Plaza_del_?ngel,,CICLOCALLES
Plaza_de_Santa_Ana,,CICLOCALLES
Paseo_de_la_Ermita_del_Santo,https://wikidata.org/entity/Q28137105,CICLOCALLES
Calle_de_San_Galo,,CICLOCALLES
Avenida_del_Manzanares,,CICLOCALLES
Calle_de_Menorca,,CICLOCALLES
Calle_del_MarquUs_de_la_Ensenada,,CICLOCALLES
Calle_de_GUnova,,CICLOCALLES
Ronda_del_Tren,,CICLOCALLES
Calle_de_la_Rosa_de_Luxemburgo,,CICLOCALLES
Calle_de_Colomer,,CICLOCALLES
"Calle_del_General_Kirkpatrick,_Madrid",https://wikidata.org/entity/Q29909274,CICLOCALLES
calle_de_Arturo_Soria,https://wikidata.org/entity/Q8255504,CICLOCALLES
Avenida_de_las_Piceas,,CICLOCALLES
Calle_de_Dionisio_Inca_Yupanqui,,CICLOCALLES
Plaza_del_Liceo,,CICLOCALLES
calle_de_Silvano,https://wikidata.org/entity/Q29917316,CICLOCALLES
Calle_de_Alejandro_Rodriguez,,CICLOCALLES
Calle_de_Moguer,,CICLOCALLES
Calle_del_Alcalde_MartÝn_de_Alzaga,,CICLOCALLES
Calle_de_los_Mßrtires_Maristas,,CICLOCALLES
Calle_de_Trajano,,CICLOCALLES
Calle_de_Alfonso_RodrÝguez_Castelao,,CICLOCALLES
Calle_de_Leopoldo_Alas_ClarÝn,,CICLOCALLES
Calle_de_Vicente_Blasco_Ibß±ez,,CICLOCALLES
Calle_de_los_Padres_Dominicos,,CICLOCALLES
Camino_de_San_Chinarro,,CICLOCALLES
Calle_del_P¾rtico_de_la_Gloria,,CICLOCALLES
Calle_del_Camino_de_Santiago,,CICLOCALLES
Calle_del_P¾rtico_de_la_Gloria,,CICLOCALLES
Calle_de_la_Isla_de_Oza,,CICLOCALLES
Calle_de_la_Condesa_de_Venadito,,CICLOCALLES
"Calle_de_la_Rosa,_Madrid",https://wikidata.org/entity/Q29050777,CICLOCALLES
Calle_del_Ave_MarÝa,,CICLOCALLES
Avenida_de_Manoteras,,CICLOCALLES
Calle_de_los_Escribanos,,CICLOCALLES
Calle_de_Doroteo_Laborda,,CICLOCALLES
Paseo_de_los_Ferroviarios,,CICLOCALLES
Calle_de_Domingo_Pßrraga,,CICLOCALLES
calle_de_la_Cabeza,https://wikidata.org/entity/Q20908816,CICLOCALLES
"Calle_de_los_Estudios,_Madrid",https://wikidata.org/entity/Q52158093,CICLOCALLES
Calle_de_la_Ribera_de_Curtidores,https://wikidata.org/entity/Q5740938,CICLOCALLES
Calle_del_Prado,https://wikidata.org/entity/Q16389845,CICLOCALLES
Calle_del_Prado,https://wikidata.org/entity/Q16389845,CICLOCALLES
"Calle_de_la_Torrecilla_del_Leal,_Madrid",https://wikidata.org/entity/Q52153316,CICLOCALLES
Calle_de_Maldonadas,,CICLOCALLES
"Calle_de_la_Cava_Baja,_Madrid",https://wikidata.org/entity/Q5740900,CICLOCALLES
Calle_de_Braojos,,CICLOCALLES
Calle_de_Apolonio_Morales,,CICLOCALLES
Calle_de_Condes_del_Val,,CICLOCALLES
Calle_de_Veracruz,,CICLOCALLES
"Calle_de_Julian_Besteiro,_Madrid",https://wikidata.org/entity/Q26806522,CICLOCALLES
"Calle_del_Profesor_Waksman,_Madrid",https://wikidata.org/entity/Q28740138,CICLOCALLES
Calle_de_Juan_Ram¾n_JimUnez,,CICLOCALLES
Avenida_del_Santo_?ngel_de_la_Guarda,,CICLOCALLES
Calle_del_Camino_de_Le±eros,,CICLOCALLES
Avenida_del_Doctor_Federico_Rubio_y_GalÝ,,CICLOCALLES
Pasaje_de_las_Bellas_Vistas,,CICLOCALLES
Calle_del_Doctor_Reinosa,,CICLOCALLES
Calle_de_Alfonso_Rodriguez_Castelao,,CICLOCALLES
Calle_de_RosalÝa_de_Castro,,CICLOCALLES
Calle_de_Isabel_Clara_Eugenia,,CICLOCALLES
Calle_de_Manuel_Pombo_Angulo,,CICLOCALLES
"Avenida_de_Europa,_El_Puerto_de_Santa_Maria",https://wikidata.org/entity/Q56682082,CICLOCALLES
Calle_del_P¾rtico_de_la_Gloria,,CICLOCALLES
Calle_de_Ana_de_Austria,,CICLOCALLES
Calle_de_Isabel_Clara_Eugenia,,CICLOCALLES
Avenida_de_Manoteras,,CICLOCALLES
Camino_de_la_Fuente_de_la_Mora,,CICLOCALLES
Avenida_de_la_Fuente_de_la_Mora,,CICLOCALLES
Calle_de_Ana_de_Austria,,CICLOCALLES
Avenida_de_Manoteras,,CICLOCALLES
Camino_de_Fuencarral_a_Hortaleza,,CICLOCALLES
Avenida_de_Manoteras,,CICLOCALLES
Calle_de_Montearag¾n,,CICLOCALLES
Calle_de_Manuel_Uribe,,CICLOCALLES
Calle_de_Florencio_Castillo,,CICLOCALLES
Calle_de_Mahonia,,CICLOCALLES
Calle_de_Chicuelo,,CICLOCALLES
Calle_de_JosU_Domingo_Rus,,CICLOCALLES
Calle_de_Ulises,,CICLOCALLES
Calle_del_Puentecillo,,CICLOCALLES
Calle_de_Andorra,,CICLOCALLES
Calle_de_Deyanira,,CICLOCALLES
Calle_de_Acceso_a_la_estaci¾n_de_O?Donnell,,CICLOCALLES
rue_Monte_Esquinza,https://wikidata.org/entity/Q26837594,CICLOCALLES
"Calle_de_Tamayo_y_Baus,_Madrid",https://wikidata.org/entity/Q54087402,CICLOCALLES
Estaci¾n_de_Atocha,,CICLOCALLES
calle_de_Rafael_de_Riego,https://wikidata.org/entity/Q27430115,CICLOCALLES
Calle_del_Doce_de_Octubre,,CICLOCALLES
Avenida_del_Mediterrßneo,,CICLOCALLES
Avenida_del_Manzanares,,CICLOCALLES
Avenida_del_Manzanares,,CICLOCALLES
Calle_de_Baleares,,CICLOCALLES
Calle_de_Sanarmengol,,CICLOCALLES
Calle_de_Antonio_L¾pez,,CICLOCALLES
Calle_de_Carmen_Bruguera,,CICLOCALLES
Calle_de_Jorge_Juan,https://wikidata.org/entity/Q28070822,CICLOCALLES
Calle_Duque_de_Sesto,,CICLOCALLES
Calle_Arrastaria,,CICLOCALLES
Calle_Samaniego,,CICLOCALLES
Calle_Samaniego,,CICLOCALLES
Calle_Esfinge,,CICLOCALLES
Calle_Hulla,,CICLOCALLES
Calle_Benimamet,,CICLOCALLES
Avenida_Monasterio_de_Silos,,CICLOCALLES
Calle_Pez_Volador,,CICLOCALLES
Calle_Samaria,,CICLOCALLES
Avenida_Nazare,https://wikidata.org/entity/Q54819754,CICLOCALLES
Avenida_Nazare,https://wikidata.org/entity/Q54819754,CICLOCALLES
Calle_Astros,,CICLOCALLES
Intercambiador_Pza._Castilla,,PEATONAL
Calle_de_San_Benito,,CICLOCALLES
Calle_de_San_Benito,,CICLOCALLES
Calle_de_San_Benito,,CICLOCALLES
