IdBiciMad,District,same_as_wikidata_District,Neighborhood,same_as_wikidata_Neighborhood,numPlaces,longitude,latitude,PostalAddress,same_as_wikidata_PostalAddress
130,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,20,-3.7017071,40.4417195,"Calle de Santa Engracia, Madrid",https://wikidata.org/entity/Q26728109
131,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,24,-3.704022,40.4417543,Calle de Bravo Murillo,https://wikidata.org/entity/Q5740815
132,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,24,-3.7035911,40.4463889,"Calle de Santa Engracia, Madrid",https://wikidata.org/entity/Q26728109
133,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,24,-3.7000292,40.4471673,CALLE DULCINEA,
134,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,24,-3.6955114,40.444027,"Calle de María de Guzmán, Madrid",https://wikidata.org/entity/Q27310035
135,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,24,-3.6928901,40.4414845,PLAZA SAN JUAN DE LA CRUZ,
136,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6908127,40.4452833,Paseo de la Castellana,https://wikidata.org/entity/Q1473674
137,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6852925,40.4454958,PLAZA LA REPUBLICA ARGENTINA,
138,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,24,-3.6915818,40.4456884,Paseo de la Castellana,https://wikidata.org/entity/Q1473674
139,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6904495,40.4393558,CALLE JOSE GUTIERREZ ABASCAL,
140,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6829045,40.438628,calle de Velázquez,https://wikidata.org/entity/Q20031523
140_ampliación,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,3,-3.6829127,40.4385198,calle de Velázquez,https://wikidata.org/entity/Q20031523
141,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,12,-3.6892902,40.4354253,Paseo de la Castellana,https://wikidata.org/entity/Q1473674
142,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,24,-3.6880402,40.4335262,Paseo de la Castellana,https://wikidata.org/entity/Q1473674
143,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,24,-3.6782355,40.434616,"Calle de Diego de León, Madrid",https://wikidata.org/entity/Q28059485
144,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,24,-3.6754628,40.4323192,"Calle de Juan Bravo, Madrid",https://wikidata.org/entity/Q28054647
145,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,24,-3.671401,40.4297717,"Calle de José Ortega y Gasset, Madrid",https://wikidata.org/entity/Q16540548
146,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,18,-3.67879,40.4442406,CALLE MARIA FRANCISCA,
147,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6795811,40.4483353,"Avenida del Doctor Arce, Madrid",https://wikidata.org/entity/Q29199638
148,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6816993,40.4510203,Serrano Street,https://wikidata.org/entity/Q5740879
149,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6878512,40.4498448,"Paseo de La Habana, Madrid",https://wikidata.org/entity/Q28059068
150,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.690541,40.4491125,Paseo de la Castellana,https://wikidata.org/entity/Q1473674
151,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,24,-3.6952023,40.4488617,"Calle de Orense, Madrid",https://wikidata.org/entity/Q26761687
152,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,24,-3.6989497,40.4527163,Avenida del General Perón,https://wikidata.org/entity/Q26761632
153,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,24,-3.6930894,40.45235,Avenida del General Perón,https://wikidata.org/entity/Q26761632
154,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,24,-3.6946736,40.4547769,"Calle de Orense, Madrid",https://wikidata.org/entity/Q26761687
155,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,24,-3.700864,40.4572863,"Calle de San Germán, Madrid",https://wikidata.org/entity/Q26750807
156,Tetuán,https://wikidata.org/entity/Q1773540,Castillejos,https://wikidata.org/entity/Q11913212,24,-3.6913229,40.4592406,"Calle de Sor Ángela de la Cruz, Madrid",https://wikidata.org/entity/Q21011321
157,Chamartín,https://wikidata.org/entity/Q1766348,Nueva España,https://wikidata.org/entity/Q10338128,24,-3.6893305,40.459282,Paseo de la Castellana,https://wikidata.org/entity/Q1473674
158,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,24,-3.6847049,40.45862,avenida de Alberto Alcocer,https://wikidata.org/entity/Q26833742
159,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,24,-3.6837348,40.4542549,"Paseo de La Habana, Madrid",https://wikidata.org/entity/Q28059068
160,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,24,-3.6766176,40.4571995,CALLE COLOMBIA,
161,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441,24,-3.7220624,40.4221372,"Paseo de la Florida, Madrid",https://wikidata.org/entity/Q5576961
161_ampliacion,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441,3,-3.7219659,40.4220566,"Paseo de la Florida, Madrid",https://wikidata.org/entity/Q5576961
162,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,24,-3.7107559,40.4035176,PASEO LOS OLMOS,
163,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,21,-3.7064372,40.4036349,"PASEO LA, 0 ESPERANZA",
164,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736,24,-3.6944851,40.3971366,"Paseo de las Delicias, Madrid",https://wikidata.org/entity/Q6065662
165,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,27,-3.6976134,40.3928841,"Paseo de la Chopera, Madrid",https://wikidata.org/entity/Q27044458
166,Centro,https://wikidata.org/entity/Q1763376,Palacio,https://wikidata.org/entity/Q2136510,24,-3.7133382,40.4139396,calle de Segovia,https://wikidata.org/entity/Q8255505
167,Arganzuela,https://wikidata.org/entity/Q2000929,Imperial,https://wikidata.org/entity/Q3773740,24,-3.7176456,40.4137331,calle de Segovia,https://wikidata.org/entity/Q8255505
168,Arganzuela,https://wikidata.org/entity/Q2000929,Palos de Moguer,https://wikidata.org/entity/Q521009,24,-3.6959159,40.4045828,Paseo de Santa María de la Cabeza,https://wikidata.org/entity/Q6065630
169,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,24,-3.713846,40.401578,Calle de Toledo,https://wikidata.org/entity/Q5740883
170,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,24,-3.704403,40.4011039,"Paseo de la Esperanza, Madrid",https://wikidata.org/entity/Q55947011
171,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736,24,-3.6984459,40.3997626,"Calle de Embajadores, Madrid",https://wikidata.org/entity/Q5740826
172,Arganzuela,https://wikidata.org/entity/Q2000929,Palos de Moguer,https://wikidata.org/entity/Q521009,24,-3.6935448,40.4008683,"Calle de Bustamante, Madrid",https://wikidata.org/entity/Q27430098
173,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,24,-3.7023615,40.3981757,"Paseo de la Esperanza, Madrid",https://wikidata.org/entity/Q55947011
174,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,27,-3.7063771,40.397417,"Paseo de las Yeserías, Madrid",https://wikidata.org/entity/Q16616818
175,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,21,-3.6983033,40.3962687,CALLE JAIME EL CONQUISTADOR,
176,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736,24,-3.6936302,40.3942411,CALLE ALICANTE,
177,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736,24,-3.694087,40.3915019,"Calle de Bolívar, Madrid",https://wikidata.org/entity/Q105775876
178,Retiro,https://wikidata.org/entity/Q2002296,Pacífico,https://wikidata.org/entity/Q3773753,24,-3.6788939,40.4030242,CALLE LEON GIL DE PALACIO,
179,Puente de Vallecas,https://wikidata.org/entity/Q2003054,San Diego,https://wikidata.org/entity/Q11946851,24,-3.6690602,40.3979341,AUTOVIA M-3OVIA M-30,
180,Arganzuela,https://wikidata.org/entity/Q2000929,Atocha,https://wikidata.org/entity/Q3814594,24,-3.6759244,40.3941252,Retama Street,https://wikidata.org/entity/Q28983516
181,Retiro,https://wikidata.org/entity/Q2002296,Ibiza,https://wikidata.org/entity/Q15249910,27,-3.67664,40.4181748,"Calle de Ibiza, Madrid",https://wikidata.org/entity/Q63247838
182,Retiro,https://wikidata.org/entity/Q2002296,Estrella,https://wikidata.org/entity/Q3773738,24,-3.6655023,40.4187145,"Calle del Alcalde Sáinz de Baranda, Madrid",https://wikidata.org/entity/Q28070977
183,Salamanca,https://wikidata.org/entity/Q1773521,Goya,https://wikidata.org/entity/Q3814578,24,-3.6694506,40.4256358,Calle de Hermosilla,https://wikidata.org/entity/Q28052826
184,Salamanca,https://wikidata.org/entity/Q1773521,Fuente del Berro,https://wikidata.org/entity/Q3814564,24,-3.6653095,40.4260023,PASEO MARQUES DE ZAFRA,
185,Salamanca,https://wikidata.org/entity/Q1773521,Fuente del Berro,https://wikidata.org/entity/Q3814564,24,-3.661533,40.4250682,GLORIETA MARQUES DE ZAFRA,
186,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,24,-3.6782783,40.429069,General Pardiñas Street,https://wikidata.org/entity/Q28065178
187,Salamanca,https://wikidata.org/entity/Q1773521,Fuente del Berro,https://wikidata.org/entity/Q3814564,24,-3.6638407,40.4301353,CALLE ALEJANDRO GONZALEZ,
188,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Ventas,https://wikidata.org/entity/Q71762,27,-3.6589062,40.4311658,"Avenida de Daroca, Madrid",https://wikidata.org/entity/Q62107216
189,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Concepción,https://wikidata.org/entity/Q11915156,24,-3.6555431,40.4350206,CALLE LA VIRGEN DE LA ALEGRIA,
190,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,24,-3.6834711,40.4343761,calle de Velázquez,https://wikidata.org/entity/Q20031523
191,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,18,-3.6740365,40.4346168,CALLE ALONSO HEREDIA,
192,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,27,-3.6714315,40.431855,"Avenida de los Toreros, Madrid",https://wikidata.org/entity/Q29918658
193,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,24,-3.665644,40.4325204,"Avenida de los Toreros, Madrid",https://wikidata.org/entity/Q29918658
194,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,24,-3.6771947,40.4371986,Francisco Silvela Street,https://wikidata.org/entity/Q26833642
195,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776,24,-3.6754913,40.4392483,CALLE PADRE INDALECIO HERNANDEZ,
196,Chamartín,https://wikidata.org/entity/Q1766348,Ciudad Jardín,https://wikidata.org/entity/Q3773744,24,-3.6750918,40.4440957,"Calle de Suero de Quiñones, Madrid",https://wikidata.org/entity/Q29202471
197,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6780252,40.4515501,avenida de Concha Espina,https://wikidata.org/entity/Q27137943
198,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,24,-3.6915713,40.4331172,GLORIETA RUBEN DARIO,
199,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,27,-3.7148406,40.4343244,"Calle de Fernando el Católico, Madrid",https://wikidata.org/entity/Q27243299
200,Chamberí,https://wikidata.org/entity/Q1763370,Arapiles,https://wikidata.org/entity/Q10856744,24,-3.704671,40.4336617,GLORIETA QUEVEDO,
201,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,24,-3.7038161,40.4387323,"Calle de José Abascal, Madrid",https://wikidata.org/entity/Q27310549
202,Chamberí,https://wikidata.org/entity/Q1763370,Vallehermoso,https://wikidata.org/entity/Q6122685,24,-3.7080969,40.4411686,"Calle de Santander, Madrid",https://wikidata.org/entity/Q29648920
203,Chamberí,https://wikidata.org/entity/Q1763370,Vallehermoso,https://wikidata.org/entity/Q6122685,24,-3.7144239,40.4417547,CALLE GENERAL AMPUDIA,
204,Tetuán,https://wikidata.org/entity/Q1773540,Bellas Vistas,https://wikidata.org/entity/Q11908929,24,-3.7041702,40.4476606,CALLE DOCTOR SANTERO,
205,Tetuán,https://wikidata.org/entity/Q1773540,Bellas Vistas,https://wikidata.org/entity/Q11908929,24,-3.7033408,40.4535024,Calle Navarra,https://wikidata.org/entity/Q27921599
206,Tetuán,https://wikidata.org/entity/Q1773540,Berruguete,https://wikidata.org/entity/Q11909208,24,-3.6990499,40.4607994,"Calle del Marqués de Viana, Madrid",https://wikidata.org/entity/Q28944893
207,Tetuán,https://wikidata.org/entity/Q1773540,Valdeacederas,https://wikidata.org/entity/Q10388711,18,-3.6973991,40.4630291,calle de las Azucenas,https://wikidata.org/entity/Q27150352
208,Chamartín,https://wikidata.org/entity/Q1766348,Castilla,https://wikidata.org/entity/Q3813735,24,-3.6886852,40.4665125,Paseo de la Castellana,https://wikidata.org/entity/Q1473674
209,Chamartín,https://wikidata.org/entity/Q1766348,Nueva España,https://wikidata.org/entity/Q10338128,24,-3.6887875,40.4656872,PLAZA CASTILLA,
210,Centro,https://wikidata.org/entity/Q1763376,Sol,https://wikidata.org/entity/Q2465181,27,-3.702631,40.4197538,calle de las Tres Cruces,https://wikidata.org/entity/Q24537177
211,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,24,-3.7025369,40.4206168,CALLE DESENGAÑO,
212,Carabanchel,https://wikidata.org/entity/Q1001991,San Isidro,https://wikidata.org/entity/Q3813733,24,-3.7165313,40.3981605,GLORIETA MARQUES DE VADILLO,
213,Usera,https://wikidata.org/entity/Q953368,Moscardó,https://wikidata.org/entity/Q11937679,24,-3.7001575,40.3889363,calle de Antonio López,https://wikidata.org/entity/Q42238475
214,Ciudad Lineal,https://wikidata.org/entity/Q1763694,San Pascual,https://wikidata.org/entity/Q165612,24,-3.6569597,40.4434012,CALLE LA CONDESA DE VENADITO,
215,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Pueblo Nuevo,https://wikidata.org/entity/Q71753,24,-3.6409697,40.4296903,CALLE GUTIERRE DE CETINA,
216,Latina,https://wikidata.org/entity/Q794954,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,24,-3.7288948,40.4140528,PLAZA LA PUERTA DEL ANGEL,
217,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,La Paz,https://wikidata.org/entity/Q5869740,24,-3.6891094,40.4810028,"Calle de Pedro Rico, Madrid",https://wikidata.org/entity/Q56427389
218,Moratalaz,https://wikidata.org/entity/Q2076109,Media Legua,https://wikidata.org/entity/Q9031035,24,-3.6573999,40.4105519,Calle Camino de los Vinateros,https://wikidata.org/entity/Q28935892
219,Moratalaz,https://wikidata.org/entity/Q2076109,Marroquina,https://wikidata.org/entity/Q11935636,24,-3.6467783,40.4083961,Calle Camino de los Vinateros,https://wikidata.org/entity/Q28935892
220,Moratalaz,https://wikidata.org/entity/Q2076109,Media Legua,https://wikidata.org/entity/Q9031035,24,-3.6514264,40.4061548,CALLE ARROYO DE LAS PILILLAS,
221,Moratalaz,https://wikidata.org/entity/Q2076109,Pavones,https://wikidata.org/entity/Q71760,24,-3.6346859,40.4004579,"Calle de la Hacienda de Pavones, Madrid",https://wikidata.org/entity/Q28936083
222,Usera,https://wikidata.org/entity/Q953368,Moscardó,https://wikidata.org/entity/Q11937679,24,-3.7026887,40.3917816,CALLE EUGENIO CAXES,
223,Latina,https://wikidata.org/entity/Q794954,Los Cármenes,https://wikidata.org/entity/Q10319792,24,-3.7245226,40.4064341,PASEO LA ERMITA DEL SANTO,
224,Latina,https://wikidata.org/entity/Q794954,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,24,-3.7288262,40.408882,CALLE CARAMUEL,
225,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Numancia,https://wikidata.org/entity/Q10338144,24,-3.6601933,40.4026388,CALLE LA SIERRA TOLEDANA,
226,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Numancia,https://wikidata.org/entity/Q10338144,24,-3.6606789,40.3991986,CAMINO VALDERRIBAS,
227,Puente de Vallecas,https://wikidata.org/entity/Q2003054,San Diego,https://wikidata.org/entity/Q11946851,24,-3.6661421,40.3940355,"Calle del Arroyo del Olivar, Madrid",https://wikidata.org/entity/Q29561517
228,Carabanchel,https://wikidata.org/entity/Q1001991,Comillas,https://wikidata.org/entity/Q955844,24,-3.7080437,40.3943842,CALLE SAN DELFIN,
229,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Concepción,https://wikidata.org/entity/Q11915156,24,-3.6486507,40.4370782,"Calle de José del Hierro, Madrid",https://wikidata.org/entity/Q29910699
230,Ciudad Lineal,https://wikidata.org/entity/Q1763694,San Pascual,https://wikidata.org/entity/Q165612,24,-3.6491034,40.4436986,CALLE CARLOTA O'NEILL,
231,Ciudad Lineal,https://wikidata.org/entity/Q1763694,San Pascual,https://wikidata.org/entity/Q165612,24,-3.6558172,40.439748,CALLE LOS DERECHOS HUMANOS,
232,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Ventas,https://wikidata.org/entity/Q71762,24,-3.6485701,40.4328362,CALLE JOSE MARIA PEREDA,
233,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Ventas,https://wikidata.org/entity/Q71762,24,-3.655633,40.4229144,"Avenida del Marqués de Corbera, Madrid",https://wikidata.org/entity/Q29168364
234,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Ventas,https://wikidata.org/entity/Q71762,24,-3.651125,40.426163,"Avenida del Marqués de Corbera, Madrid",https://wikidata.org/entity/Q29168364
235,Arganzuela,https://wikidata.org/entity/Q2000929,Legazpi,https://wikidata.org/entity/Q3773990,24,-3.6911834,40.3889853,CALLE SODIO,
236,Arganzuela,https://wikidata.org/entity/Q2000929,Imperial,https://wikidata.org/entity/Q3773740,24,-3.7171449,40.4074236,PASEO IMPERIAEO IMPERIAL,
237,Tetuán,https://wikidata.org/entity/Q1773540,Bellas Vistas,https://wikidata.org/entity/Q11908929,24,-3.7105146,40.451395,CALLE FRANCISCO BALSEIRO,
238,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,24,-3.6932474,40.4562183,"Calle de San Germán, Madrid",https://wikidata.org/entity/Q26750807
239,Tetuán,https://wikidata.org/entity/Q1773540,Berruguete,https://wikidata.org/entity/Q11909208,24,-3.7079276,40.4567345,"Calle de Francos Rodríguez, Madrid",https://wikidata.org/entity/Q26810988
240,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,24,-3.6609886,40.4367138,AVENIDA BRASILIA,
241,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,24,-3.6677796,40.4377568,AVENIDA CAMILO JOSE CELA,
242,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,24,-3.6629058,40.4394662,avenida de Bruselas,https://wikidata.org/entity/Q62087510
243,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,24,-3.6700894,40.4351648,"Calle de Cartagena, Madrid",https://wikidata.org/entity/Q27038851
244,Chamberí,https://wikidata.org/entity/Q1763370,Vallehermoso,https://wikidata.org/entity/Q6122685,24,-3.7175468,40.4398513,calle de Isaac Peral,https://wikidata.org/entity/Q26791245
245,Chamberí,https://wikidata.org/entity/Q1763370,Arapiles,https://wikidata.org/entity/Q10856744,24,-3.7101726,40.4364656,calle de Galileo,https://wikidata.org/entity/Q27031392
246,Chamberí,https://wikidata.org/entity/Q1763370,Trafalgar,https://wikidata.org/entity/Q10384027,24,-3.699252,40.436026,"Calle de Santa Engracia, Madrid",https://wikidata.org/entity/Q26728109
247,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,24,-3.692843,40.4383672,calle de Zurbano,https://wikidata.org/entity/Q27043742
248,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,La Paz,https://wikidata.org/entity/Q5869740,24,-3.6878414,40.4743243,Sinesio Delgado Street,https://wikidata.org/entity/Q52245452
249,Chamartín,https://wikidata.org/entity/Q1766348,Castilla,https://wikidata.org/entity/Q3813735,24,-3.6852959,40.4794159,Paseo de la Castellana,https://wikidata.org/entity/Q1473674
250,Chamartín,https://wikidata.org/entity/Q1766348,El Viso,https://wikidata.org/entity/Q4778,24,-3.6861,40.4408151,Serrano Street,https://wikidata.org/entity/Q5740879
251,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776,24,-3.6668532,40.444183,"Calle de Santa Hortensia, Madrid",https://wikidata.org/entity/Q28943619
252,Chamartín,https://wikidata.org/entity/Q1766348,Castilla,https://wikidata.org/entity/Q3813735,24,-3.6839094,40.4715645,CALLE RODRIGUEZ JAEN,
253,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,24,-3.688443,40.455606,"Calle del Doctor Fleming, Madrid",https://wikidata.org/entity/Q28740159
254,Chamartín,https://wikidata.org/entity/Q1766348,Nueva España,https://wikidata.org/entity/Q10338128,24,-3.6765549,40.4610436,Avenida Pío XII,https://wikidata.org/entity/Q50678730
255,Chamartín,https://wikidata.org/entity/Q1766348,Nueva España,https://wikidata.org/entity/Q10338128,24,-3.6851815,40.4637286,"Calle del General López Pozas, Madrid",https://wikidata.org/entity/Q29055446
256,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,24,-3.7138353,40.4463599,"Calle de Beatriz de Bobadilla, Madrid",https://wikidata.org/entity/Q62935606
257,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,24,-3.73029,40.438804,AVENIDA JUAN DE HERRERA,
258,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,24,-3.7273004,40.449019,AVENIDA COMPLUTENSNIDA COMPLUTENSE,
259,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,24,-3.727031,40.4444176,PLAZA RAMON Y CAJAL,
260,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,24,-3.7272637,40.4482316,CALLE JOSE ANTONIO NOVAIS,
261,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,24,-3.7292576,40.4505032,AVENIDA COMPLUTENSNIDA COMPLUTENSE,
